"471","AB661578","2004-07-28 00:00:00","12334.82"
"299","AD304085","2003-10-24 00:00:00","45078.76"
"172","AD832091","2004-09-09 00:00:00","2173.6"
"186","AE192287","2005-03-10 00:00:00","26422.82"
"124","AE215433","2005-02-18 00:00:00","51826.36"
"344","AF246722","2003-11-24 00:00:00","34311.35"
"242","AF40894","2003-11-22 00:00:00","38098.24"
"357","AG240323","2003-12-16 00:00:00","23294.8"
"487","AH612904","2003-09-28 00:00:00","34100.03"
"398","AJ478695","2005-02-14 00:00:00","38191.39"
"298","AJ574927","2004-03-13 00:00:00","50432.55"
"186","AK412714","2003-10-27 00:00:00","42083.5"
"323","AL493079","2005-05-23 00:00:00","39267.74"
"187","AM968797","2004-11-03 00:00:00","57827.61"
"447","AO757239","2003-09-15 00:00:00","7600.12"
"339","AP286625","2004-10-24 00:00:00","27445.31"
"124","AQ50522","2005-06-03 00:00:00","32194.79"
"141","AU364101","2003-07-19 00:00:00","39615.82"
"177","AU750837","2004-04-17 00:00:00","17114.43"
"381","BC726082","2004-12-03 00:00:00","13463.48"
"151","BF686658","2003-12-22 00:00:00","64316.09"
"124","BG255406","2004-08-28 00:00:00","93928.73"
"216","BG407567","2003-05-09 00:00:00","4219.2"
"495","BH167026","2003-12-26 00:00:00","63730.78"
"148","BI507030","2003-04-22 00:00:00","43657.47"
"278","BJ483870","2004-12-05 00:00:00","41696.69"
"211","BJ535230","2003-12-09 00:00:00","48784.36"
"486","BL66528","2004-04-14 00:00:00","7287.24"
"219","BN17870","2005-03-02 00:00:00","3987.2"
"385","BN347084","2003-12-02 00:00:00","22841.96"
"189","BO711618","2004-10-03 00:00:00","18971.96"
"112","BO864823","2004-12-17 00:00:00","14449.61"
"166","BQ327613","2004-09-16 00:00:00","42902.84"
"187","BQ39062","2004-12-08 00:00:00","48962.28"
"350","BQ602907","2004-12-11 00:00:00","20136.86"
"161","BR352384","2004-11-14 00:00:00","2916.2"
"161","BR478494","2003-11-18 00:00:00","62305.47"
"219","BR941480","2003-10-18 00:00:00","5142.15"
"379","CA762595","2005-02-12 00:00:00","31474.78"
"381","CC475233","2003-04-19 00:00:00","1711.26"
"382","CC871084","2003-05-12 00:00:00","38629.14"
"172","CE51751","2004-12-04 00:00:00","56812.67"
"177","CI381435","2004-01-19 00:00:00","50490.64"
"350","CI471510","2003-05-25 00:00:00","52481.84"
"131","CL442705","2003-03-12 00:00:00","25783.76"
"181","CM564612","2004-04-25 00:00:00","24804.34"
"145","CN328545","2004-07-03 00:00:00","4749.45"
"353","CO351193","2005-01-10 00:00:00","48895.59"
"471","CO645196","2003-12-10 00:00:00","37878.55"
"385","CP804873","2004-11-19 00:00:00","15928.75"
"124","CQ287967","2003-04-11 00:00:00","12398.56"
"334","CS435306","2005-01-27 00:00:00","51373.49"
"382","CT821147","2004-08-01 00:00:00","6693.28"
"339","DA98827","2003-11-28 00:00:00","40061.66"
"141","DB583216","2004-11-01 00:00:00","34872.13"
"121","DB889831","2003-02-16 00:00:00","54702"
"119","DB933704","2004-11-14 00:00:00","20719.91"
"166","DC979307","2004-07-07 00:00:00","45788.72"
"148","DD635282","2004-08-11 00:00:00","3127.88"
"458","DD995006","2004-11-15 00:00:00","34546.6"
"311","DG336041","2005-02-15 00:00:00","49055.4"
"347","DG700707","2004-01-18 00:00:00","23889.32"
"128","DI925118","2003-01-28 00:00:00","11432.34"
"321","DJ15149","2003-11-03 00:00:00","95678.88"
"141","DL460618","2005-05-19 00:00:00","22353.86"
"129","DM826140","2004-12-08 00:00:00","30348.72"
"386","DO106109","2003-11-18 00:00:00","44669.74"
"398","DO787644","2004-06-21 00:00:00","25928.75"
"201","DP677013","2003-10-20 00:00:00","26797.21"
"324","DQ409197","2004-12-13 00:00:00","13739.9"
"286","DR578578","2004-10-28 00:00:00","54251.66"
"462","ED203908","2005-04-15 00:00:00","37557.7"
"145","ED39322","2004-04-26 00:00:00","31329.56"
"452","ED473873","2003-11-15 00:00:00","28550.59"
"209","ED520529","2004-06-21 00:00:00","5416.9"
"167","ED743615","2004-09-19 00:00:00","16363.1"
"353","ED878227","2003-07-21 00:00:00","15146.32"
"450","EF485824","2004-06-21 00:00:00","64600.34"
"172","EH208589","2003-04-20 00:00:00","38217.41"
"385","EK785462","2003-03-09 00:00:00","55245.02"
"276","EM979878","2005-02-09 00:00:00","29852.17"
"328","EN930356","2004-04-16 00:00:00","8722.12"
"256","EP227123","2004-02-10 00:00:00","5759.42"
"250","EQ12267","2005-05-17 00:00:00","20321.53"
"448","EQ620556","2003-11-06 00:00:00","48710.92"
"415","ER54537","2004-09-28 00:00:00","34993.92"
"447","ER615123","2003-06-25 00:00:00","20350.95"
"323","ES347491","2004-06-24 00:00:00","40034.67"
"124","ET64396","2005-04-16 00:00:00","121972.78"
"259","EU280955","2004-11-06 00:00:00","68943.4"
"496","EU531600","2005-06-25 00:00:00","34332.29"
"128","FA465482","2003-10-18 00:00:00","27257.79"
"311","FA728475","2003-10-06 00:00:00","37501.58"
"121","FD317790","2003-10-28 00:00:00","1474.66"
"128","FH668230","2004-03-24 00:00:00","37266.49"
"198","FI192930","2004-12-06 00:00:00","11528.53"
"495","FN155234","2004-05-14 00:00:00","7129"
"452","FN640986","2003-11-20 00:00:00","14938.15"
"362","FP170292","2004-07-11 00:00:00","19548.35"
"324","FP443161","2003-07-07 00:00:00","32376.29"
"146","FP549817","2004-03-18 00:00:00","46802.27"
"379","FR499138","2003-09-16 00:00:00","34992.4"
"448","FS299615","2005-04-18 00:00:00","31606.72"
"146","FU793410","2004-01-16 00:00:00","54536.87"
"381","GB117430","2005-02-03 00:00:00","16628.16"
"259","GB361972","2003-12-07 00:00:00","31363.18"
"151","GB852215","2004-07-26 00:00:00","23252.18"
"171","GB878038","2004-03-15 00:00:00","20178.13"
"379","GB890854","2004-08-02 00:00:00","15110.8"
"462","GC60330","2003-11-08 00:00:00","11861.69"
"204","GC697638","2004-08-13 00:00:00","52505.36"
"114","GG31455","2003-05-20 00:00:00","50397.66"
"412","GH197075","2004-07-25 00:00:00","35911.81"
"320","GJ597719","2005-01-18 00:00:00","11021.3"
"456","GJ715659","2004-11-13 00:00:00","31446.15"
"484","GK294076","2004-10-26 00:00:00","3220.88"
"205","GL756480","2003-12-04 00:00:00","4512.48"
"167","GN228846","2003-12-03 00:00:00","95277.18"
"173","GP545698","2004-05-13 00:00:00","14380.92"
"278","GP636783","2003-03-02 00:00:00","56181.32"
"181","GQ132144","2003-01-30 00:00:00","6864.05"
"353","GT878649","2003-05-21 00:00:00","18971.96"
"455","HA777606","2003-12-05 00:00:00","42498.76"
"324","HB150714","2003-11-23 00:00:00","42688.31"
"250","HD284647","2004-12-30 00:00:00","32623.93"
"256","HE84936","2004-10-22 00:00:00","59074.88"
"386","HG438769","2004-07-18 00:00:00","56421.65"
"452","HG635467","2005-05-03 00:00:00","8775.16"
"323","HG738664","2003-07-05 00:00:00","2476.8"
"334","HH517378","2003-08-16 00:00:00","31569.43"
"202","HI358554","2003-12-18 00:00:00","38662.21"
"124","HI366474","2004-12-27 00:00:00","50547.68"
"157","HI618861","2004-11-19 00:00:00","44040.73"
"406","HJ217687","2004-01-28 00:00:00","51172.65"
"141","HJ32686","2004-01-30 00:00:00","65165.17"
"353","HJ618252","2005-06-09 00:00:00","52029.07"
"333","HL209210","2003-11-15 00:00:00","27098.8"
"363","HL575273","2004-11-17 00:00:00","55570.6"
"319","HL685576","2004-11-06 00:00:00","46873.04"
"250","HN114306","2003-07-18 00:00:00","25624.88"
"320","HO576374","2003-08-20 00:00:00","45738.39"
"103","HQ336336","2004-10-19 00:00:00","5307.98"
"112","HQ55022","2003-06-06 00:00:00","33847.62"
"198","HQ920205","2003-07-06 00:00:00","7277.35"
"145","HR182688","2004-12-01 00:00:00","24078.61"
"242","HR224331","2005-06-03 00:00:00","15139.12"
"124","HR86578","2004-11-02 00:00:00","63075.06"
"486","HS86661","2004-11-23 00:00:00","48996.1"
"282","IA793562","2003-08-03 00:00:00","28397.26"
"141","ID10962","2004-12-31 00:00:00","133588.75"
"129","ID449593","2003-12-11 00:00:00","25431.88"
"240","IF245157","2004-11-16 00:00:00","51334.16"
"173","IG462397","2004-03-29 00:00:00","21782.7"
"233","II180006","2004-07-01 00:00:00","24564.53"
"249","IJ399820","2004-09-19 00:00:00","38039"
"171","IL104425","2003-11-22 00:00:00","48874.28"
"141","IN446258","2005-03-25 00:00:00","95065.46"
"260","IO164641","2004-08-30 00:00:00","43332.35"
"175","IO448913","2003-11-19 00:00:00","26115.8"
"128","IP383901","2004-11-18 00:00:00","9214.97"
"151","IP568906","2003-06-18 00:00:00","68462.15"
"202","IQ627690","2004-11-08 00:00:00","36576.71"
"455","IR662429","2004-05-12 00:00:00","36973.31"
"144","IR846303","2004-12-12 00:00:00","66005.88"
"204","IS150005","2004-09-24 00:00:00","4692.6"
"363","IS232033","2003-01-16 00:00:00","12133.25"
"198","IS946883","2004-09-21 00:00:00","7673.38"
"486","JB117768","2003-03-20 00:00:00","27398.82"
"141","JE105477","2005-03-18 00:00:00","90135.87"
"233","JG981190","2003-11-18 00:00:00","15947.29"
"484","JH546765","2003-11-29 00:00:00","51502.74"
"145","JJ246391","2003-02-20 00:00:00","58871.11"
"333","JK479662","2003-10-17 00:00:00","10640.29"
"103","JM555205","2003-06-05 00:00:00","16560.3"
"141","JN355280","2003-10-26 00:00:00","53502.3"
"141","JN722010","2003-02-25 00:00:00","44621.96"
"240","JO719695","2004-03-28 00:00:00","26906.68"
"475","JP113227","2003-12-09 00:00:00","8234.56"
"282","JT819493","2004-08-02 00:00:00","41297.14"
"186","KA602407","2004-10-21 00:00:00","42744.06"
"398","KB54275","2004-11-29 00:00:00","44802.04"
"424","KF480160","2004-12-07 00:00:00","27733.04"
"131","KG113538","2004-05-22 00:00:00","45357.66"
"161","KG644125","2005-02-02 00:00:00","13529.57"
"286","KH910279","2004-09-05 00:00:00","48828.72"
"124","KI131716","2003-08-15 00:00:00","122368.67"
"242","KI744716","2003-07-21 00:00:00","17251.08"
"121","KI831359","2004-11-04 00:00:00","19769.68"
"151","KI884577","2004-12-14 00:00:00","41706.52"
"187","KL124726","2003-03-27 00:00:00","51017.92"
"148","KM172879","2003-12-26 00:00:00","122028.73"
"276","KM841847","2003-11-13 00:00:00","41791.95"
"448","KR822727","2004-09-30 00:00:00","53941.69"
"141","KT52578","2003-12-09 00:00:00","72487.5"
"166","LA318629","2004-02-28 00:00:00","24219.59"
"321","LA556321","2005-03-15 00:00:00","54203.62"
"144","LA685678","2003-04-09 00:00:00","9749"
"276","LE432182","2003-09-28 00:00:00","47191.76"
"124","LF217299","2004-03-26 00:00:00","48922.77"
"298","LF501133","2004-09-18 00:00:00","67281.01"
"334","LF737277","2004-05-22 00:00:00","31018.23"
"347","LG808674","2003-10-24 00:00:00","24159.14"
"146","LJ160635","2003-12-10 00:00:00","41535.11"
"473","LL427009","2004-02-17 00:00:00","7278.98"
"205","LL562733","2003-09-05 00:00:00","55776.12"
"424","LM271923","2003-04-16 00:00:00","24777.41"
"119","LN373447","2004-08-08 00:00:00","56002.9"
"314","LQ244073","2004-08-09 00:00:00","47760.48"
"121","MA302151","2004-11-28 00:00:00","40652.85"
"131","MA724562","2004-12-02 00:00:00","53152.28"
"114","MA765515","2004-12-15 00:00:00","85591.32"
"496","MB342426","2003-07-16 00:00:00","37754.33"
"141","MC46946","2004-07-09 00:00:00","91328.4"
"314","MD809704","2004-03-03 00:00:00","18800.09"
"148","ME497970","2005-03-27 00:00:00","4175.6"
"141","MF629602","2004-08-16 00:00:00","21986.27"
"216","ML780814","2004-12-06 00:00:00","21249.77"
"216","MM342086","2003-12-14 00:00:00","44009.31"
"496","MN89921","2004-12-31 00:00:00","58593.28"
"456","MO743231","2004-04-30 00:00:00","1698.78"
"227","MQ413968","2003-10-31 00:00:00","40321.61"
"381","MS154481","2003-08-22 00:00:00","1637.2"
"320","MU817160","2003-11-24 00:00:00","52191.44"
"406","NA197101","2004-06-17 00:00:00","27931.21"
"458","NA377824","2004-02-06 00:00:00","24995.47"
"357","NB291497","2004-07-01 00:00:00","41418.55"
"131","NB445135","2004-09-11 00:00:00","39775.74"
"112","ND748579","2004-08-20 00:00:00","34453.85"
"249","NE404084","2004-09-04 00:00:00","56078.26"
"333","NF959653","2005-03-01 00:00:00","21730.03"
"119","NG94694","2005-02-22 00:00:00","59617.44"
"260","NH776924","2004-04-24 00:00:00","31302.5"
"161","NI908214","2003-08-05 00:00:00","42031.83"
"278","NI983021","2003-11-24 00:00:00","40077.71"
"344","NJ906924","2004-04-02 00:00:00","15330.7"
"205","NM739638","2005-02-06 00:00:00","44273.36"
"189","NM916675","2004-03-01 00:00:00","38784.47"
"157","NN711988","2004-09-07 00:00:00","71930.61"
"114","NP603840","2003-05-31 00:00:00","9738.18"
"239","NQ865547","2004-03-15 00:00:00","87489.23"
"311","NQ966143","2004-04-25 00:00:00","17813.4"
"299","NR157385","2004-09-05 00:00:00","34145.47"
"114","NR27552","2004-03-10 00:00:00","49637.57"
"328","NR631421","2004-05-30 00:00:00","27987.07"
"124","NT141748","2003-11-25 00:00:00","50360.89"
"227","NU21326","2004-11-02 00:00:00","60273.94"
"141","NU627706","2004-05-17 00:00:00","28327.64"
"424","OA595449","2003-10-31 00:00:00","25284.75"
"350","OB648482","2005-01-29 00:00:00","2317.44"
"489","OC773849","2003-12-04 00:00:00","27541.82"
"282","OD327378","2005-01-03 00:00:00","37905.15"
"362","OG208861","2004-09-21 00:00:00","15344.64"
"181","OH367219","2004-11-16 00:00:00","56372.87"
"276","OJ819725","2005-04-30 00:00:00","35160.25"
"103","OM314933","2004-12-18 00:00:00","2311.68"
"319","OM548174","2003-12-07 00:00:00","38682.95"
"458","OO606861","2003-06-13 00:00:00","61073.21"
"201","OO846801","2004-06-15 00:00:00","50408.25"
"447","OU516561","2004-12-17 00:00:00","29343.35"
"475","PB951268","2004-02-13 00:00:00","37850.08"
"473","PC688499","2003-10-27 00:00:00","21672.93"
"462","PE176846","2004-11-27 00:00:00","49504.38"
"382","PH29054","2004-11-27 00:00:00","37353.16"
"209","PH785937","2004-05-04 00:00:00","39341.23"
"175","PI15215","2004-07-10 00:00:00","44130.52"
"129","PI42991","2003-04-09 00:00:00","18695.58"
"412","PJ434867","2004-04-14 00:00:00","36409.31"
"496","PL783960","2003-11-29 00:00:00","26421.24"
"363","PN238558","2003-12-05 00:00:00","63981.45"
"489","PO860906","2004-01-31 00:00:00","8477.22"
"323","PQ803830","2004-12-24 00:00:00","43930.62"
"487","PT550181","2004-02-29 00:00:00","16118.48"
